unitid,urm_share
143552,0.5555555555555556
143613,0.1816294758692268
143695,0.5555555555555556
144005,0.8269557823129252
144050,0.2089651724712548
144157,0.9591013824884793
144166,0.87627365356623
144175,0.940248405505203
144184,0.6522560569015337
144193,0.9045497502362629
144209,0.7692670280461937
144218,0.707533234859675
144281,0.32257651427839673
144351,0.41045751633986927
144467,0.4019138755980861
144485,0.8580786026200873
144564,0.19392348087021755
144573,0.21666666666666667
144740,0.30551048224832866
144795,0.2824858757062147
144865,0.33132597301215566
144883,0.7801556420233463
144892,0.282021151586369
144944,0.4947570074611817
144962,0.27275910364145656
144971,0.1130952380952381
145099,0.38461538461538464
145239,0.4411764705882353
145309,0.07317073170731707
145336,0.541370486209838
145354,0.05263157894736842
145372,0.1710261569416499
145406,0.5619047619047619
145424,0.2962962962962963
145433,0.3146067415730337
145460,0.2857142857142857
145497,0.008955223880597015
145521,0.1583198707592892
145600,0.4205690740018932
145619,0.2371491643014822
145637,0.19155958976777085
145646,0.13890457368718237
145682,0.20107642626480085
145691,0.25052192066805845
145707,0.04006677796327212
145725,0.24558423913043478
145770,0.8314606741573034
145813,0.2151477766453897
145831,0.169369931378665
146010,0.5333333333333333
146205,0.13404159132007235
146278,0.07876016260162602
146296,0.3918611454202691
146339,0.28986784140969163
146348,0.2852501624431449
146366,0.09140518417462483
146393,0.3466666666666667
146418,0.33536423841059604
146427,0.2693156732891832
146454,0.08
146472,0.4799566630552546
146481,0.2545454545454545
146506,0.07597415312316429
146533,0.13732394366197184
146603,0.10079757975797579
146612,0.28311003733801887
146667,0.11853448275862069
146676,0.5079513564078578
146685,0.16486768802228413
146700,0.8411764705882353
146719,0.25258334082127776
146755,0.17040358744394618
146807,0.5666666666666667
146816,0.7798165137614679
146825,0.19384057971014493
147004,0.246743054465547
147013,0.2335249889429456
147129,0.14285714285714285
147165,0.3308641975308642
147244,0.24250127097102187
147341,0.23801220575414123
147369,0.11270563528176408
147378,0.3549031356101458
147396,0.13186813186813187
147411,0.8828746872867864
147439,0.38095238095238093
147536,0.7573680603152845
147590,0.3010752688172043
147642,0.32653061224489793
147660,0.20434462444771723
147679,0.3815355628827131
147703,0.3633780808296044
147749,0.7099236641221374
147767,0.23137299510863382
147776,0.5076320939334638
147800,0.27184157577041196
147819,0.0784313725490196
147828,0.1786777843954735
147916,0.24666402430968423
148007,0.7428635147190009
148016,0.07933194154488518
148098,0.45652173913043476
148131,0.14642549526270457
148140,0.09009009009009009
148177,0.6412371134020619
148256,0.05464041783848935
148292,0.17013032758013386
148335,0.5824829931972789
148380,0.31380698792050915
148399,0.3808724832214765
148405,0.25953488372093025
148487,0.4409982174688057
148496,0.5624457935819601
148511,0.4344262295081967
148575,0.07397959183673469
148584,0.3012345679012346
148593,0.04411764705882353
148627,0.509478672985782
148654,0.2558296721865495
148672,0.169661733615222
148821,0.17214912280701755
148849,0.0684931506849315
148876,0.8862144420131292
148937,0.07747252747252747
148955,0.8360655737704918
148991,0.14551282051282052
149028,0.1652542372881356
149204,0.06976744186046512
149222,0.29543588901658185
149231,0.22286689419795222
149310,0.14779874213836477
149329,0.0
149365,0.8179854172292735
149499,0.0
149505,0.22380553227158423
149514,0.2133938706015891
149532,0.5769365887932548
149550,0.2573099415204678
149639,0.2706766917293233
149727,0.4446979466322785
149763,0.4308231173380035
149772,0.35397401381247806
149781,0.1245928338762215
149842,0.34012162353273934
150048,0.29381443298969073
150066,0.17153478491768454
150136,0.1510787137734407
150145,0.2334293948126801
150163,0.11142191142191142
150172,0.5637755102040817
150251,0.2275132275132275
150303,0.635593220338983
150400,0.17123595505617978
150428,0.375
150437,0.07692307692307693
150455,0.18816682832201745
150534,0.0868824531516184
150604,0.12512315270935961
150668,0.2475
150677,0.13624408206207259
150695,0.07407407407407407
150756,0.10091743119266056
150765,0.1
150774,0.2669902912621359
150853,0.1724137931034483
150941,0.10140562248995984
150987,0.19248510961855278
151102,0.1331528857068017
151111,0.209444546624977
151166,0.273992673992674
151263,0.17510354348826507
151290,0.4386811974065388
151306,0.095565988523735
151324,0.25843599357257635
151333,0.11541362836308776
151342,0.19930858259431836
151351,0.13352388730093917
151360,0.33199847444698705
151379,0.13087860007291288
151388,0.09400513179379519
151458,0.1305732484076433
151467,0.22382671480144403
151564,0.07272727272727272
151607,0.256198347107438
151616,0.6460674157303371
151652,0.24193548387096775
151661,0.1989247311827957
151777,0.16037735849056603
151786,0.19841639496972518
151801,0.10316319194823868
151810,0.956989247311828
151944,0.3969465648854962
151962,0.14102564102564102
152044,0.5172413793103449
152080,0.19390386869871043
152099,0.05831363278171789
152150,0.034482758620689655
152248,0.3098185314265112
152266,0.21306068601583114
